,OutDeg_RedConfltAgu,Indeg_RedConfltAgu,Degree_RedConfliAgu,Degree_RedeIrmonsPr,OutDeg_PaiTiopaterC,Indeg_PaiTiopaterC,OutDeg_TiosMaternos,Indeg_TiosMaternos,Degree_IntimAmigUnd,OutDeg_IntimAmigos_,Indeg_IntimAmigos_,OutDeg_RedeRisk_Cen,Indeg_RedeRisk_Cen,OutDeg_RedeConfianc,Indeg_RedeConfianc,Degree_RedeConflitA,Degree_RedeConflitG,OutDeg_VendaParcela,Indeg_VendaParcela,OutDeg_EmprestParce,Indeg_EmprestParce,PC1_Distance_Pro,PC2_Distance_Pro,Avg_Distancia_Dist_moranza,Degree_RedeTotFamil,1_VarExp_Moranca,2_VarExp_Atri_Tabanca,3_VarExp_Atri_Fanado,4_VarExp_Atri_CargosWM,5_VarExp_Atri_Idade,6_VarExp_Atri_ClassIdade,7_VarExp_Atri_IndForcaFugon,8_VarExp_Atri_IndInvestDiq,9_VarExp_Atri_IndMelhorTecnDiqCint,10_VarExp_Atri_MelhorTecnTubos,Area_bolanha,Degree_Rede_EntreajudaLabur,Indeg_Var.Dep_RedeControlExtAusencia,Indeg_Var.Dep_ApoioSpecDiqCint,Indeg_Var.Dep_ApoioSpecTubos,Indeg_Var.Dep_RedApoiLevntDiCin,Indeg_RedCont_DiqPriqDiqCint,Indeg_RedeRepar_DiqPriqDiqCint,Indeg_Red-Val_Cont1Rep2DiqCin,Indeg_Red-Val_Cont1Rep2DiqPrq,Indeg_ContRep2_DiqPrqCin,Indeg_Var.Dep_RedePartilhaAgu
Indeg_EmprestParce,0.1741756753282419,0.22836979133219135,0.21533406618998255,0.022770147047463482,0.028860353539421953,-0.0418383890331009,-0.07974839624890209,0.0311927622408323,0.07813417019861152,-0.008379212302747787,0.17614946365539141,0.18080754469728172,0.16355638246071688,0.11093224931695128,0.12479284507687854,0.24017790774837638,0.1384241456275111,0.3988221705166675,-0.013172435755558034,-0.13161836154020487,1.0,-0.15850897459666896,0.09503438434080916,-0.15861833389374633,0.00031205095670822606,0.14834447073997167,0.2816679795596426,-0.029744674860302793,0.07903561675212084,0.0007094003192584395,0.014132951953863852,0.04015727592995087,-0.09282981602879083,0.11575951486673496,0.12214934275639087,0.28811952451295997,0.0213867176572545,-0.10743523050497657,0.05033356604043464,0.19144418367805632,0.08813291875439945,0.09158560987835256,0.013205736282630257,0.06337954188757182,0.055303311547030734,0.05368887767344847,-0.08614637902133858
PC1_Distance_Pro,-0.27518424221491133,-0.2636089460398776,-0.2555165918943167,-0.1884017680034501,-0.03428290769890526,-0.06251330653428723,-0.14578764759165913,-0.04737134155132371,-0.13903109540689867,-0.08409006887655242,-0.16896509168470417,-0.2568755025976358,-0.16146653462814153,-0.1917117659946119,-0.13592648565274357,-0.13410661458726558,-0.19433308928739568,-0.20979796132489442,-0.22370486070887255,-0.09984543506002466,-0.15850897459666896,1.0,0.034125037361418906,-0.3361750979156209,-0.19870883806554437,-0.036845271699875635,-0.3883254167809838,0.017367473070133192,-0.12071705245672104,-0.16365996708437539,-0.11136419035268007,-0.1543189327463885,-0.01374726042669955,-0.21711378799916217,-0.09296349598168809,-0.24020196191233084,-0.007809624688497449,-0.11754936611817818,-0.24119154135148496,-0.15903802799220493,-0.17050904071288228,-0.3776768108466858,-0.22122661423694873,-0.19298884635320046,-0.2826335205744859,-0.32403168055525944,-0.1911587592714698
PC2_Distance_Pro,-0.10156171756933506,-0.09743590730221689,-0.08290275439650471,0.05865677673784072,0.041622832341609545,0.002039778789250834,0.022465715328373537,0.1298624076128637,0.03714070120093575,-0.05945601335552373,0.10448308111654182,0.2714921819801765,0.13472909619040074,0.08733579469749043,0.014184326357364042,-0.11163340674158742,-0.07175258865616567,-0.034971981332084984,0.05465340973681636,0.22395587079571042,0.09503438434080916,0.034125037361418906,1.0,0.07779449541931388,0.10806585195126357,0.08949172625564383,0.4291536983524782,-0.037206542980558636,-0.08598424694784836,-0.009779894918128511,0.02265287237145878,-0.02084262715835981,-0.011112545954799111,0.008492137533131473,-0.09128957833829066,0.09706328086448422,0.11583583794389353,0.10973912332725728,0.20385845158067337,0.22154988409316928,0.14961929221982462,0.11594097671735963,0.10117442508756931,0.2599884339944667,0.09714651776598245,0.10799854914220036,0.031600826282023806
Avg_Distancia_Dist_moranza,-0.10554765849732303,-0.11935372173579463,-0.11438201300436039,-0.1401452534061506,-0.09800353803943872,-0.09588369850754301,-0.06227561386032745,-0.013947957634740311,-0.059066733904634,0.023986355748643242,-0.17677034086176338,-0.001866543805243862,-0.05766836058931078,-0.03813958817544017,-0.21589149861857146,-0.06667608272550296,-0.06806233423584468,-0.33507478718168804,0.3525157814770622,0.22151618712018822,-0.15861833389374633,-0.3361750979156209,0.07779449541931388,1.0,-0.14858044998939518,0.021384726512408126,-0.30743067383290124,0.21208164269733654,-0.1775496452024389,0.08210261756388841,0.10046423399491669,-0.09908554906013116,-0.03155969393944185,-0.16456169023875256,-0.09468715648480916,-0.24462342508595228,0.30174399134882,0.04070561877891052,-0.12713350864179665,-0.10802570436855251,-0.20483238215353566,-0.023785014402170533,-0.015536960282587532,-0.1212801326415634,0.02623326083441491,-0.01888398594093951,-0.04414676469015282
Degree_RedeTotFamil,0.10931681741376953,0.10607167234578063,0.09229242804381303,0.8117833573309513,0.23277216921661592,0.11884892654445776,0.7049972606853862,0.5470004374225657,-0.026021546769885332,-0.030597161610094358,0.08812198902879721,-0.001897967437440423,0.03831466517968137,0.2583107260966683,0.3908004785933856,0.025054202050440014,0.18193991158061942,-0.0020320256714318604,0.0043415892725641395,0.02500130003599131,0.00031205095670822606,-0.19870883806554437,0.10806585195126357,-0.14858044998939518,1.0,-0.32674717675830145,0.2985339978304979,-0.24618863998891602,0.210400151440192,-0.12920769599641502,-0.09326945993947705,0.09742369453238911,0.1306767443882743,0.3199130586538231,0.4208736728262643,0.11270494044289127,-0.11417323849135143,0.20738615843628205,0.18775274537619308,0.07988472153370507,0.2485757726229021,0.30926406768550696,0.2766495188806699,0.3151274350010188,0.2245791900169856,0.3250980710814974,0.11940975598937655
1_VarExp_Moranca,0.05695160640818428,0.05028023300821598,0.06983288150141838,-0.285034974661451,-0.16526050777863677,-0.13265329587022107,-0.2212154873266258,-0.062395029223872425,-0.02250978631437948,0.005361971746139985,-0.04406160486456586,0.08410298490279249,0.0676446211006419,-0.06308362683854372,-0.13885247806459639,0.10531664241458137,-0.07804333975219224,0.19847801175003726,-0.11109767008491132,-0.15829400132693236,0.14834447073997167,-0.036845271699875635,0.08949172625564383,0.021384726512408126,-0.32674717675830145,1.0,0.008680548012221135,-0.03824895150033512,-0.05626866715354926,0.06035125803548566,0.07377938262987924,-0.007850912064088056,-0.17949849287482994,-0.13139497806603673,-0.17073290182537695,0.07337627289996577,-0.04246667537819452,-0.07381160832592752,0.1880265379935455,0.11437768308703836,-0.004862071158569069,-0.0784109836689482,-0.18527907173245198,-0.11392879470908315,-0.1684036985929247,-0.13162510886930623,-0.06482451393841253
2_VarExp_Atri_Tabanca,0.1895511260058679,0.21512235290284398,0.18902769761261362,0.32600351876538275,0.1450355768753198,0.1362683834044498,0.13022208092067858,0.014380513549824066,0.1706835414521858,-0.006605351067945605,0.3401265412922834,0.38828610428520677,0.26661395187367837,0.1893331925813405,0.2922668379599077,0.07466644091813138,0.12737749204352897,0.26157602755741344,0.05907262246692047,0.08706125328895674,0.2816679795596426,-0.3883254167809838,0.4291536983524782,-0.30743067383290124,0.2985339978304979,0.008680548012221135,1.0,-0.07590036433036816,0.12260455078548929,0.09281048286545705,0.026269391094307867,0.1967625076366891,-0.06901019307301948,0.2768376876897631,0.11301679171181955,0.44733783991720305,0.07131017594319937,0.12923197114770488,0.38391911750855257,0.3193254300655745,0.4014132447334523,0.3384741477812696,0.2247945656055964,0.3571646666978743,0.2354257185165766,0.2951083413430917,0.2636774296112034
3_VarExp_Atri_Fanado,-0.0977672761804883,-0.09486498720415522,-0.10702932020613193,-0.2532117524700316,0.2169033578842001,-0.12435048214382442,-0.17416444008708304,-0.13031364768755752,0.008515509575635356,-0.026192859243575825,0.001192204971859163,0.02821336534084669,0.1532169334560653,-0.28129389424215473,-0.06363152008738016,-0.0505213327545022,-0.021809775926611954,-0.06359752265175361,0.07822939763681665,0.16952663346720048,-0.029744674860302793,0.017367473070133192,-0.037206542980558636,0.21208164269733654,-0.24618863998891602,-0.03824895150033512,-0.07590036433036816,1.0,-0.10627242216905379,0.5677154448799272,0.4168577182807548,0.10463207716708516,0.08291742328502903,-0.08330891818283498,-0.11942127423358176,0.055153716346822396,0.13609690754371787,-0.013665577307269266,-0.11750303411769498,-0.22226997305824914,-0.12591943148349594,-0.19731557664177876,-0.15242897306482936,-0.10728824544746432,-0.19256378690111842,-0.2012894690811336,-0.0018585495893157157
4_VarExp_Atri_CargosWM,0.14683077461284266,0.17477233269832507,0.1448295261251617,0.1837768921877249,0.08571184146700428,-0.07138431173386123,0.2694626397775298,0.06592157936484887,0.09152965967008612,-0.017788095039742217,0.226538026544907,0.03993062833483393,0.02476567747552118,0.07576163722523525,0.40241293028949493,0.20404103352716052,0.0955378477336861,0.08260828222453474,0.07644937471348552,-0.02216959201417291,0.07903561675212084,-0.12071705245672104,-0.08598424694784836,-0.1775496452024389,0.210400151440192,-0.05626866715354926,0.12260455078548929,-0.10627242216905379,1.0,0.042556608261169984,0.061841748572669886,0.23121699644720034,0.32780512794694766,0.4214572115674732,0.48053410772885125,0.29036828958029626,0.02227905876120588,0.056072094624557506,0.14759129234169746,0.10038033902179681,0.12875096396753952,0.21803287714056752,0.1790530694412054,0.23328462120510707,0.10115549775377329,0.24867507241847253,0.11606471286889752
5_VarExp_Atri_Idade,-0.04658594624275954,-0.037825909535999,-0.04628999113467721,-0.07325914120057544,0.22597681961444707,-0.18184920782452807,-0.06603059334069385,-0.15499532025272542,-0.01209074056762782,-0.12819692046995468,0.0882344214542014,0.14783704372285525,0.2573484588186597,-0.15813842117901963,0.06688372717357383,-0.014199192724309948,0.03946038659206349,0.10165655672907194,-0.019849010944277736,0.05524510292618802,0.0007094003192584395,-0.16365996708437539,-0.009779894918128511,0.08210261756388841,-0.12920769599641502,0.06035125803548566,0.09281048286545705,0.5677154448799272,0.042556608261169984,1.0,0.8326969181593584,0.06094409304932683,0.18363128342131294,0.09627799840413138,-0.012452063608030325,0.10699466787390566,0.18309042372961523,-0.06986700968364594,0.0813963217854869,0.09311238982876074,-0.005156527951965638,0.015210560029914858,-0.02103387951776107,0.14048712833834065,-0.08932971433722893,-0.007007181172791013,0.09909610594401308
6_VarExp_Atri_ClassIdade,-0.02462290262335071,-0.023891954788441715,-0.007826035670759726,-0.06558286374337066,0.1225649600660317,-0.10693730530586908,0.0024547020291006308,-0.11187801929413999,0.01057433378670112,-0.023669907941727932,0.04985903062153476,0.09844864141551711,0.1130973206151283,-0.10713526680726568,0.07222752535861618,-0.03016884504789473,0.051809764216464965,0.10600696094457755,0.004195580262418706,0.08230722629749655,0.014132951953863852,-0.11136419035268007,0.02265287237145878,0.10046423399491669,-0.09326945993947705,0.07377938262987924,0.026269391094307867,0.4168577182807548,0.061841748572669886,0.8326969181593584,1.0,-0.04688729604846104,0.15923328582287904,0.09057002885633193,0.048950462144622765,0.03635549860006185,0.2127649183154924,-0.03187821721798121,0.08809563525373852,0.05243202985349617,-0.03358313800999662,0.03791363239038041,0.039451132148216675,0.11136019103453124,-0.024521479069975125,0.03577445800856745,0.06633523325287967
7_VarExp_Atri_IndForcaFugon,0.06913267258625805,0.06708042155308877,0.010122792955214295,0.0025490415059272096,0.09976551166862753,-0.012089777584468627,0.047095868337253446,0.1450926847575347,0.3293141427930325,0.10506549203671318,0.3526738968907249,0.1765530550832037,0.2759056785544095,0.04198777796277789,0.2722509191467516,0.1749301628716606,0.05941453239634047,0.10096046931994138,0.08791552609586709,0.014039460833265417,0.04015727592995087,-0.1543189327463885,-0.02084262715835981,-0.09908554906013116,0.09742369453238911,-0.007850912064088056,0.1967625076366891,0.10463207716708516,0.23121699644720034,0.06094409304932683,-0.04688729604846104,1.0,0.1356011102460138,0.32588911024212086,0.34018634692995875,0.4296675871495197,-0.22641706527618882,-0.005953348278341196,-0.00789633903791212,-0.06213527053215957,0.03898318532563314,0.09196501157108858,0.03165868556524633,0.1500595499074595,-0.016672702888732276,0.10628240806214065,0.2579942099441418
8_VarExp_Atri_IndInvestDiq,0.12316292477916256,0.13513408810893,0.11768249928957839,0.08254007844296166,0.2720780408026766,-0.09953096653793919,0.14377713021800193,0.021247403615717312,0.25352058989172,0.05113049227906946,0.29337765967858076,0.23132143269937952,0.29708433906972787,0.0003312154621845963,0.46998741000251854,0.008141676607451449,-0.02070087912894973,-0.06290374419202745,0.04542496383313094,0.1574315472472943,-0.09282981602879083,-0.01374726042669955,-0.011112545954799111,-0.03155969393944185,0.1306767443882743,-0.17949849287482994,-0.06901019307301948,0.08291742328502903,0.32780512794694766,0.18363128342131294,0.15923328582287904,0.1356011102460138,1.0,0.5338801814358013,0.2831008671361259,0.2735987316199657,-0.08077550695909966,0.020952226467443987,-0.0027756277434231474,-0.04869616058492761,0.11653165889173622,0.039533399213321226,0.10548835012969936,0.2703400907961128,0.030576691560812767,0.10427914947066855,0.16812879257703692
9_VarExp_Atri_IndMelhorTecnDiqCint,0.19633399456755876,0.21078871637306984,0.1965291944051343,0.31476152096649346,0.15473675569130316,-0.06437439451682575,0.31009685869499454,0.07816392556488706,0.31216062271930134,0.06281080483106707,0.45478795477927814,0.3055680805381227,0.40162404271249347,0.1852499820127742,0.7888971533162658,0.05126128617537563,0.05067846214280208,0.10805275343110027,0.02564192122207175,0.060166469913785124,0.11575951486673496,-0.21711378799916217,0.008492137533131473,-0.16456169023875256,0.3199130586538231,-0.13139497806603673,0.2768376876897631,-0.08330891818283498,0.4214572115674732,0.09627799840413138,0.09057002885633193,0.32588911024212086,0.5338801814358013,1.0,0.5202634864285457,0.4153130821390589,-0.04950364963867793,0.07880416917424699,0.057383970872644297,0.04983695525788525,0.226936562131027,0.27003888393894776,0.22107529581798369,0.35995788512776994,0.15631450883344605,0.25100134068576646,0.2841673089007497
10_VarExp_Atri_MelhorTecnTubos,0.165163340798552,0.1602603531934859,0.1541738989821838,0.3138679551647618,0.11487568914311333,-0.06769813102788999,0.34833165652178305,0.30719223199857476,0.18394797561651724,0.12176857415362097,0.22797718315638074,0.045125042122497724,0.09390999116996554,0.10024414915630141,0.6492209705495652,-0.011046222480882132,-0.04490126887424139,0.11338436582172959,-0.06875137732268072,0.08596300082233803,0.12214934275639087,-0.09296349598168809,-0.09128957833829066,-0.09468715648480916,0.4208736728262643,-0.17073290182537695,0.11301679171181955,-0.11942127423358176,0.48053410772885125,-0.012452063608030325,0.048950462144622765,0.34018634692995875,0.2831008671361259,0.5202634864285457,1.0,0.18042789035247395,-0.03195677278035973,0.08119130628113568,0.0725918193999429,-0.10664568424479176,0.0450019704063502,0.22341597191704818,0.2537868046753215,0.2807229871224598,0.10751471108501957,0.3012990301630507,0.14579405204532242
Area_bolanha,0.210518778550598,0.22394432017839633,0.21226134578895947,0.10182966226713464,0.18754610160649104,0.006187352483461668,0.08029825718609977,-0.0232294179880513,0.3115717093759224,0.07306816357202844,0.45825137606394883,0.5712222015791836,0.5469507946922003,0.0612962293422437,0.42419157223874393,0.014766759109550515,0.03929771357801053,0.1665860171710833,0.3203559834497905,0.07939500437189849,0.28811952451295997,-0.24020196191233084,0.09706328086448422,-0.24462342508595228,0.11270494044289127,0.07337627289996577,0.44733783991720305,0.055153716346822396,0.29036828958029626,0.10699466787390566,0.03635549860006185,0.4296675871495197,0.2735987316199657,0.4153130821390589,0.18042789035247395,1.0,-0.07686931410424591,0.02815699591000897,0.3065364850100543,0.29844399699574353,0.3422209104966915,0.1229826526256721,0.1339680805651727,0.3620701580532589,0.06722347082669158,0.18292973197297263,0.33166820580375345
Degree_Rede_EntreajudaLabur,0.02377922523522553,0.05109647016871774,0.039260284097744035,-0.09872136101709453,0.017637648994912894,-0.06872393988661468,0.11753430209810796,-0.14473899066825016,0.022600276974841058,0.07073434037878167,-0.035599981468030124,-0.013120854653241538,-0.06710159521791856,-0.02717981894258925,-0.030923535065748478,-0.0020205024762947133,-0.06251016247153131,0.058883870223843865,0.1340732946354034,0.17146021038555093,0.0213867176572545,-0.007809624688497449,0.11583583794389353,0.30174399134882,-0.11417323849135143,-0.04246667537819452,0.07131017594319937,0.13609690754371787,0.02227905876120588,0.18309042372961523,0.2127649183154924,-0.22641706527618882,-0.08077550695909966,-0.04950364963867793,-0.03195677278035973,-0.07686931410424591,1.0,0.06487945506139392,-0.058238053814133994,-0.02982972567269825,0.06545794559752176,0.06834904641211031,0.11488995375486132,0.050285629729533154,0.08464326745187013,0.0900498267596974,0.011576154361187465
Indeg_Var.Dep_RedeControlExtAusencia,0.24102561020240987,0.21499708789613747,0.20809269593542204,0.17222690267645674,0.09920935341215595,-0.16191672154286332,0.30818981808552154,0.09829420014693711,0.16581571560050065,0.18562575432782621,0.10050675389884546,0.045817263990171594,-0.027719487755860705,0.1650736062623888,0.1591561407918873,-0.04271164677330768,-0.09435288391121083,-0.027701239732027646,-0.0265230391990354,0.05258295686381385,-0.10743523050497657,-0.11754936611817818,0.10973912332725728,0.04070561877891052,0.20738615843628205,-0.07381160832592752,0.12923197114770488,-0.013665577307269266,0.056072094624557506,-0.06986700968364594,-0.03187821721798121,-0.005953348278341196,0.020952226467443987,0.07880416917424699,0.08119130628113568,0.02815699591000897,0.06487945506139392,1.0,0.1253719752684233,0.04512217401789414,0.04542001184898554,0.2534768124647861,0.12411926170878193,0.04707717260459423,0.22702025096334255,0.2266622563938888,-0.048355543672216644
Indeg_Var.Dep_ApoioSpecDiqCint,0.13106975562643566,0.0989654926341911,0.11028574132728398,0.1713452205456732,0.027146327662588586,-0.018901998840535214,0.1050235932236905,0.11988443326510254,0.10224701579741485,0.03311482672470877,0.22827356984807382,0.20018048820846884,0.20961597590529293,0.22174775636028055,0.1555940124913044,0.02572300861632549,0.05017205292318194,0.10121368415727167,0.06051595681758736,0.09064356218790685,0.05033356604043464,-0.24119154135148496,0.20385845158067337,-0.12713350864179665,0.18775274537619308,0.1880265379935455,0.38391911750855257,-0.11750303411769498,0.14759129234169746,0.0813963217854869,0.08809563525373852,-0.00789633903791212,-0.0027756277434231474,0.057383970872644297,0.0725918193999429,0.3065364850100543,-0.058238053814133994,0.1253719752684233,1.0,0.625403021488593,0.3435005546680817,0.23680467329214963,0.18748939993205077,0.3095714440095911,0.12494505147478177,0.25889722716761404,0.13137283096676616
Indeg_Var.Dep_ApoioSpecTubos,0.031698452653721225,0.020233025558124212,0.004839989094419735,0.10475457013667347,-0.05542870946972415,0.031134354500376476,-0.000950464712638742,0.03493432211383538,-0.00621172949514332,-0.12824050748242158,0.19777042046744603,0.12459768301702316,0.07040400501649104,0.1671473376901944,0.04969504043747531,0.08087600246374423,0.13311056170756322,0.0472029825408735,0.09559038597420219,0.09713749363168463,0.19144418367805632,-0.15903802799220493,0.22154988409316928,-0.10802570436855251,0.07988472153370507,0.11437768308703836,0.3193254300655745,-0.22226997305824914,0.10038033902179681,0.09311238982876074,0.05243202985349617,-0.06213527053215957,-0.04869616058492761,0.04983695525788525,-0.10664568424479176,0.29844399699574353,-0.02982972567269825,0.04512217401789414,0.625403021488593,1.0,0.3814116961627306,0.2009027646078161,0.16382833795680204,0.321531949855041,0.10287196619847518,0.20560016476963416,0.048782255826692794
Indeg_Var.Dep_RedApoiLevntDiCin,0.019205882262560287,0.018635742410566477,-0.0009801055150890636,0.2585429751119242,0.040925896955616776,0.02240042886752225,0.1843387372862265,0.06279715085495417,0.09957446528859937,0.03657148069244796,0.16882517895443339,0.3169254916190472,0.270249288098801,0.1992310843994436,0.3405532390215602,0.07911174701616741,0.12437246101259694,0.04586018041015996,0.04842454064177155,0.11109404245534832,0.08813291875439945,-0.17050904071288228,0.14961929221982462,-0.20483238215353566,0.2485757726229021,-0.004862071158569069,0.4014132447334523,-0.12591943148349594,0.12875096396753952,-0.005156527951965638,-0.03358313800999662,0.03898318532563314,0.11653165889173622,0.226936562131027,0.0450019704063502,0.3422209104966915,0.06545794559752176,0.04542001184898554,0.3435005546680817,0.3814116961627306,1.0,0.29287076243394916,0.2611317269444605,0.49357731780426867,0.23762181010693073,0.29610636094729,0.2979858488844815
Indeg_RedCont_DiqPriqDiqCint,0.14747226093082594,0.12547511646169052,0.10344569028561856,0.2722101526301291,0.0942227652352559,0.07215474407632777,0.21289014667703782,0.11812732626836475,0.24654706817080824,0.2893679797382156,0.17782973467433588,0.14528344088675152,0.03314132492969502,0.45940792077282633,0.3130168556000949,0.05431193286262739,0.10593399903519152,0.12245786562430999,-0.07662732661800369,0.07775694924410767,0.09158560987835256,-0.3776768108466858,0.11594097671735963,-0.023785014402170533,0.30926406768550696,-0.0784109836689482,0.3384741477812696,-0.19731557664177876,0.21803287714056752,0.015210560029914858,0.03791363239038041,0.09196501157108858,0.039533399213321226,0.27003888393894776,0.22341597191704818,0.1229826526256721,0.06834904641211031,0.2534768124647861,0.23680467329214963,0.2009027646078161,0.29287076243394916,1.0,0.7889339217215521,0.5241923713450858,0.8577485574069045,0.9153585584564767,0.061063752603976985
Indeg_RedeRepar_DiqPriqDiqCint,0.07968494488693298,0.07731944237770774,0.05633873991766158,0.2010506056888653,0.0773776668356941,0.0472249124857648,0.19590079537012306,0.17276420374234627,0.21430454136098198,0.3091385544532819,0.09114060686108809,0.12189428417336691,0.01898392308493823,0.467141576835108,0.2737958298777525,0.01758954988603659,0.12462889856058532,0.1327902419900416,0.008656752529797637,0.12004504547861237,0.013205736282630257,-0.22122661423694873,0.10117442508756931,-0.015536960282587532,0.2766495188806699,-0.18527907173245198,0.2247945656055964,-0.15242897306482936,0.1790530694412054,-0.02103387951776107,0.039451132148216675,0.03165868556524633,0.10548835012969936,0.22107529581798369,0.2537868046753215,0.1339680805651727,0.11488995375486132,0.12411926170878193,0.18748939993205077,0.16382833795680204,0.2611317269444605,0.7889339217215521,1.0,0.5979365487740167,0.8700054753299548,0.9457271011279297,0.11335160725325084
Indeg_Red-Val_Cont1Rep2DiqCin,0.036748856441865575,0.0433116425234897,0.00035197922249317773,0.28165284425949033,0.1959661848444308,-0.020644068306199165,0.20092547286637344,0.13181930896174218,0.09634965446832007,0.044513926800073385,0.1280969219581315,0.3076398473882496,0.23518103827655482,0.18979419177121098,0.4010822324036484,0.15912602713778434,0.1894378485847986,0.07309056057843145,0.03226735362282455,0.1217908176961685,0.06337954188757182,-0.19298884635320046,0.2599884339944667,-0.1212801326415634,0.3151274350010188,-0.11392879470908315,0.3571646666978743,-0.10728824544746432,0.23328462120510707,0.14048712833834065,0.11136019103453124,0.1500595499074595,0.2703400907961128,0.35995788512776994,0.2807229871224598,0.3620701580532589,0.050285629729533154,0.04707717260459423,0.3095714440095911,0.321531949855041,0.49357731780426867,0.5241923713450858,0.5979365487740167,1.0,0.38359431704332864,0.6226285685140897,0.21627335195591546
Indeg_Red-Val_Cont1Rep2DiqPrq,0.1038623603544368,0.0900967119545396,0.0921939495590361,0.18716462143492124,0.004904784993517575,0.11878530031788632,0.13451988349866362,0.10238128594056328,0.25444583761298717,0.37477599227899755,0.10565790170644895,0.11493949974536916,-0.03608751311553058,0.5284405796896842,0.1995222961180363,-0.052871564180101326,0.04691006137716243,0.05692862667553094,-0.005636107450845699,0.0842211444513372,0.055303311547030734,-0.2826335205744859,0.09714651776598245,0.02623326083441491,0.2245791900169856,-0.1684036985929247,0.2354257185165766,-0.19256378690111842,0.10115549775377329,-0.08932971433722893,-0.024521479069975125,-0.016672702888732276,0.030576691560812767,0.15631450883344605,0.10751471108501957,0.06722347082669158,0.08464326745187013,0.22702025096334255,0.12494505147478177,0.10287196619847518,0.23762181010693073,0.8577485574069045,0.8700054753299548,0.38359431704332864,1.0,0.8887859832638909,0.09645493579803502
Indeg_ContRep2_DiqPrqCin,0.14246320022692852,0.12909092868236424,0.1020355823682923,0.2522275041945932,0.11365566643553703,0.049747317585544244,0.24004386943609385,0.16887847576204879,0.2455790859030096,0.3169297369776855,0.15123324417243914,0.15445205911306079,0.05472014910883227,0.48063140605425453,0.3161946149678001,0.05100898455162806,0.12089428770304703,0.1487877014512117,-0.011406233303136414,0.11843586299939933,0.05368887767344847,-0.32403168055525944,0.10799854914220036,-0.01888398594093951,0.3250980710814974,-0.13162510886930623,0.2951083413430917,-0.2012894690811336,0.24867507241847253,-0.007007181172791013,0.03577445800856745,0.10628240806214065,0.10427914947066855,0.25100134068576646,0.3012990301630507,0.18292973197297263,0.0900498267596974,0.2266622563938888,0.25889722716761404,0.20560016476963416,0.29610636094729,0.9153585584564767,0.9457271011279297,0.6226285685140897,0.8887859832638909,1.0,0.11780809948181786
Indeg_Var.Dep_RedePartilhaAgu,0.09163951447484749,0.0889191323281067,0.09375900845360405,0.17989024413434226,0.044141572727664724,-0.09212657160759222,0.12111274036794499,-0.012789676293425027,0.23442998421455769,0.08500801606676277,0.28372038000556776,0.2737968345357751,0.3664169443965963,0.021345698696573313,0.31538979038480375,-0.043096464902529316,-0.06841126567710928,-0.06332950108034151,0.23177801268185008,0.13474075339626326,-0.08614637902133858,-0.1911587592714698,0.031600826282023806,-0.04414676469015282,0.11940975598937655,-0.06482451393841253,0.2636774296112034,-0.0018585495893157157,0.11606471286889752,0.09909610594401308,0.06633523325287967,0.2579942099441418,0.16812879257703692,0.2841673089007497,0.14579405204532242,0.33166820580375345,0.011576154361187465,-0.048355543672216644,0.13137283096676616,0.048782255826692794,0.2979858488844815,0.061063752603976985,0.11335160725325084,0.21627335195591546,0.09645493579803502,0.11780809948181786,1.0
